รหัสหน่วยงาน,ชื่อหน่วยงาน,ตัวย่อหน่วย,ตัวย่อสังกัด
053263,ศูนย์เศรษฐกิจพอเพียงทหารเรือโยทะกา กชส.สก.ทร.,Null,Null
053264,ศูนย์เกษตรกรรมทหารเรือบางพระ กชส.สก.ทร.,Null,Null
053265,ศูนย์เกษตรกรรมทหารเรือป้อมพระจุลจอมเกล้า กชส.สก.ทร.,Null,Null
05327,กองสนับสนุน,กอง สน.,สก.ทร.
053271,แผนกขนส่ง กอง สน.สก.ทร.,Null,Null
053272,แผนกช่างโยธา กอง สน.สก.ทร.,Null,Null
053273,แผนกซ่อมบำรุง กอง สน.สก.ทร.,Null,Null
0533,กรมวิทยาศาสตร์ทหารเรือ,วศ.ทร.,Null
05331,กองบังคับการ,บก.,วศ.ทร.
05332,กองวิเคราะห์และทดสอบ,กวทส.,วศ.ทร.
05333,กองวิทยาการ,กวก.,วศ.ทร.
05334,กองผลิตและซ่อมบำรุง,กผบ.,วศ.ทร.
05335,กองนิวเคลียร์ ชีวะ เคมี วศ.ทร.,Null,Null
05336,แผนกคลังวิทยาศาสตร์ วศ.ทร.,Null,Null
0534,กรมยุทธศึกษาทหารเรือ,ยศ.ทร.,Null
05341,กองบัญชาการ,บก.,ยศ.ทร.
053411,กองกำลังพลและธุรการ,กธก.,บก.ยศ.ทร.
053412,กองการศึกษา,กศษ.,บก.ยศ.ทร.
053413,กองส่งกำลังบำรุง,กบ.,บก.ยศ.ทร.
053414,กองการเงิน,กง.,บก.ยศ.ทร.
053415,สำนักงานราชนาวิกสภา,สน.รนภ.,บก.ยศ.ทร.
053416,สำนักงานนายทหารกิจการพลเรือน,สน.นกร.,ยศ.ทร.
05342,ฝ่ายวิชาการ,ฝวก.,ยศ.ทร.
05343,วิทยาลัยการทัพเรือ,วทร.,ยศ.ทร.
05344,โรงเรียนเสนาธิการทหารเรือ,รร.สธ.ทร.,ยศ.ทร.
05345,โรงเรียนนายทหารเรือชั้นต้น,รร.ชต.,ยศ.ทร.
05346,โรงเรียนพันจ่า,รร.พจ.,ยศ.ทร.
05347,โรงเรียนชุมพลทหารเรือ,รร.ชุมพลฯ,ยศ.ทร.
053471,กองบังคับการ,บก.,รร.ชุมพลฯ ยศ.ทร.
053472,กองนักเรียน,กนร.,รร.ชุมพลฯ ยศ.ทร.
053473,กองการศึกษา,กศษ.,รร.ชุมพลฯ ยศ.ทร.
053474,กองบริการ,กบก.,รร.ชุมพลฯ ยศ.ทร.
053475,แผนกแพทย์ รร.ชุมพลฯ ยศ.ทร.,Null,Null
05348,ศูนย์ฝึกทหารใหม่,ศฝท.,ยศ.ทร.
05349,ศูนย์ภาษา,ศภษ.,ยศ.ทร.
053410,ศูนย์ศึกษายุทธศาสตร์ทหารเรือ,ศยร.,ยศ.ทร.
0534101,กองศึกษายุทธศาสตร์,กศย.,ศยร.ยศ.ทร.
0534102,กองศึกษาการสงครามทางเรือ,กศร.,ศยร.ยศ.ทร.
0534103,กองการจำลองยุทธ์,กจล.,ศยร.ยศ.ทร.
053411,กองบริการการศึกษา,กบศ.,ยศ.ทร.
053412,กองประกันคุณภาพการศึกษา,กปภ.,ยศ.ทร.
053413,กองห้องสมุด,กหส.,ยศ.ทร.
053414,กองประวัติศาตร์,กปศ.,ยศ.ทร.
0534141,แผนกประวัติการทหารเรือ กปศ.ยศ.ทร.,Null,Null
0534142,แผนกพิพิธภัณฑ์ กปศ.ยศ.ทร.,Null,Null
0534143,แผนกการพิธี กปศ.ยศ.ทร.,Null,Null
0534144,แผนกเอกสาร กปศ.ยศ.ทร.,Null,Null
0534145,แผนกจัดเก็บข้อมูล กปศ.ยศ.ทร.,Null,Null
053415,กองอนุศาสนาจารย์,กอศ.,ยศ.ทร.
053416,กองสนับสนุน,กอง สน.,ยศ.ทร.
0535,โรงเรียนนายเรือ,รร.นร.,Null
05351,กองบัญชาการ,บก.,รร.นร.
053511,กองกำลังพล,กพ.,บก.รร.นร.
053512,กองยุทธการและการข่าว,ยก.ขว.,บก.รร.นร.
053513,กองส่งกำลังบำรุง,กบ.,บก.รร.นร.
053514,กองกิจการพลเรือน,กพร.,บก.รร.นร.
053515,กองโครงการและงบประมาณ,คป.,บก.รร.นร.
053516,อนุศาสนาจารย์,อศจ.,บก.รร.นร.
053517,นายทหารพระธรรมนูญ,นธน.,บก.รร.นร.
053518,แผนกธุรการ บก.รร.นร.,Null,Null
053519,แผนกการเงิน บก.รร.นร.,Null,Null
05352,กรมนักเรียนนายเรือรักษาพระองค์,กรม นนร.รอ.,รร.นร.
053521,กองบังคับการ,บก.,กรม นนร.รอ.รร.นร.
053522,กองพันที่ 1,พัน.1,กรม นนร.รอ.รร.นร.
053523,กองพันที่ 2,พัน.2,กรม นนร.รอ.รร.นร.
053524,กองพันที่ 3,พัน.3,กรม นนร.รอ.รร.นร.
053525,กองพันที่ 4,พัน.4,กรม นนร.รอ.รร.นร.
05353,ฝ่ายศึกษา,ฝศษ.,รร.นร.
053531,กองวิชาการอาวุธและยุทธวิธี,กวอย.,ฝศษ.รร.นร.
053532,กองวิชาการเรือและเดินเรือ,กวกด.,ฝศษ.รร.นร.
053533,กองวิชาคณิตศาสตร์,กวณ.,ฝศษ.รร.นร.
053534,กองวิชาฟิสิกส์และเคมี,กวฟค.,ฝศษ.รร.นร.
053535,กองวิชามนุษยศาสตร์,กวมษ.,ฝศษ.รร.นร.
053536,กองวิชากฎหมายและสังคมศาสตร์,กวกส.,ฝศษ.รร.นร.
053537,กองวิชาวิศวกรรมศาสตร์,กววศ.,ฝศษ.รร.นร.
053538,กองวิชาวิศวกรรมเครื่องกลเรือ,กววร.,ฝศษ.รร.นร.
053539,กองวิชาวิศวกรรมอุทกศาสตร์,กววอ.,ฝศษ.รร.นร.
0535310,กองวิชาบริหารงานวิเคราะห์,กวบว.,ฝศษ.รร.นร.
0535311,แผนกห้องสมุด ฝศษ.รร.นร.,Null,Null
0535312,กองพลศึกษา,กพล.,ฝศษ.รร.นร.
05354,ฝ่ายบริการ,ฝบก.,รร.นร.
053541,กองบริการ,กบก.,ฝบก.รร.นร.
053542,กองโรงงาน,กงน.,ฝบก.รร.นร.
053543,กองเครื่องช่วยการศึกษา,กคช.,ฝบก.รร.นร.
053544,หมวดดุริยางค์,มว.ดย.,ฝบก.รร.นร.
05355,กองประกันคุณภาพการศึกษาสถิติและวิจัย รร.นร.,Null,Null
05356,โรงพยาบาล รร.นร.,Null,Null
0536,สำนักงานวิจัยและพัฒนาการทางทหารกองทัพเรือ,สวพ.ทร.,Null
05361,แผนกธุรการ สวพ.ทร.,Null,Null
05362,แผนกการเงิน สวพ.ทร.,Null,Null
05363,กองแผนและโครงการ,กผค.,สวพ.ทร.
053631,แผนกนโยบายและแผน กผค.สวพ.ทร.,Null,Null
053632,แผนกโครงการ กผค.สวพ.ทร.,Null,Null
053633,แผนกวิเคราะห์และประเมินค่าโครงการ กผค.สวพ.ทร.,Null,Null
053634,แผนกงบประมาณ กผค.สวพ.ทร.,Null,Null
05364,กองวิจัยและพัฒนา,กวจพ.,สวพ.ทร.
053641,แผนกโครงสร้างและเครื่องกล กวจพ.สวพ.ทร.,Null,Null
053642,แผนกไฟฟ้าอิเล็กทรอนิกส์และคอมพิวเตอร์ กวจพ.สวพ.ทร.,Null,Null
053643,แผนกวิเคราะห์ปฏิบัติการทางทหาร กวจพ.สวพ.ทร.,Null,Null
053644,แผนกวิทยาศาสตร์ทางทะเล กวจพ.สวพ.ทร.,Null,Null
053645,แผนกพัฒนาต้นแบบ กวจพ.สวพ.ทร.,Null,Null
05365,กองวิทยาการ,กวก.,สวพ.ทร.
053651,แผนกวิทยาการ กวก.สวพ.ทร.,Null,Null
053652,แผนกกรรมวิธีข้อมูล กวก.สวพ.ทร.,Null,Null
053653,แผนกห้องสมุด กวก.สวพ.ทร.,Null,Null
053654,แผนกรวบรวมและเผยแพร่งานวิจัย กวก.สวพ.ทร.,Null,Null
05366,กองควบคุมคุณภาพ,กคภ.,สวพ.ทร.
053661,แผนกมาตรฐานการทดลอง กคภ.สวพ.ทร.,Null,Null
053662,แผนกทดลองผลผลิต กคภ.สวพ.ทร.,Null,Null
053663,แผนกประเมิน กคภ.สวพ.ทร.,Null,Null
053664,แผนกรับรองมาตรฐาน กคภ.สวพ.ทร.,Null,Null
053665,แผนกส่งเสริมและสิทธิประโยชน์ กคภ.สวพ.ทร.,Null,Null
0537,ศูนย์ปฏิบัติการกองทัพเรือ,ศปก.ทร.,Null
05371,กองบัญชาการ,บก.,ศปก.ทร.
05372,ฝ่ายกำลังพล,ฝกพ.,ศปก.ทร.
05373,ฝ่ายข่าว,ฝขว.,ศปก.ทร.
05374,ฝ่ายยุทธการ,ฝยก.,ศปก.ทร.
05375,ฝ่ายส่งกำลังบำรุง,ฝกบ.,ศปก.ทร.
05376,ฝ่ายสื่อสารและอิเล็กทรอนิกส์,ฝสท.,ศปก.ทร.
05377,ฝ่ายกิจการพลเรือน,ฝกร.,ศปก.ทร.
05378,ฝ่ายปลัดบัญชี,ฝปช.,ศปก.ทร.
05379,ศูนย์ข้อมูลข่าวสารทางทะเล,ศขท.,ศปก.ทร.
053710,สำนักงาน,สน.,ศปก.ทร.
0538,กองบัญชาการป้องกันชายแดนจันทบุรีและตราด,กปช.จต.,Null
05381,กองบัญชาการ,บก.,กปช.จต.
053811,กองกำลังพล,กพ.,บก.กปช.จต.
053812,กองข่าว,ขว.,บก.กปช.จต.
053813,กองยุทธการ,ยก.,บก.กปช.จต.
053814,กองส่งกำลังบำรุง,กบ.,บก.กปช.จต.
053815,กองกิจการพลเรือน,กพร.,บก.กปช.จต.
053816,กองโครงการและงบประมาณ,คป.,บก.กปช.จต.
053817,ฝ่ายกิจการพิเศษ บก.กปช.จต.,Null,Null
05382,ศูนย์จัดระบบป้องกันเพื่อจัดระเบียบพื้นที่ชายแดน,ศปชด.,กปช.จต.
05383,กองกำลังด้านจันทบุรี – ตราด,กจต.,Null
053831,กองกำลังพล,กพ.,กจต.
053832,กองข่าว,ขว.,กจต.
053833,กองยุทธการ,ยก.,กจต.
053834,กองส่งกำลังบำรุง,กบ.,กจต.
053835,กองกิจการพลเรือน,กพร.,กจต.
053836,กองโครงการและงบประมาณ,คป.,กจต.
053837,ฝ่ายกิจการพิเศษ กจต.,Null,Null
053838,กองร้อยกองบัญชาการ,ร้อย.บก.,กจต.
053839,กองสนับสนุนการช่วยรบ,กอง สนช.,กจต.
0538310,กองร้อยทหารช่าง,ร้อย.ช.,กจต.
0538311,หมวดปฏิบัติการจิตวิทยา,มว.ปจว.,กจต.
0538312,หมวดสารวัตรทหาร,มว.สห.,กจต.กปช.จต.
0538313,หน่วยเฉพาะกิจนาวิกโยธินจันทบุรี,ฉก.นย.จันทบุรี,กจต.
05383131,กองพันทหารราบ,พัน.ร.,ฉก.นย.จันทบุรี กจต.
0538314,หน่วยเฉพาะกิจนาวิกโยธินตราด,ฉก.นย.ตราด,กจต.
05383141,กองพันทหารราบ,พัน.ร.,ฉก.นย.ตราด กจต.
0538315,กองพันทหารปืนใหญ่,พัน.ป.,กจต.
0538316,หน่วยเฉพาะกิจนาวิกโยธิน 182,ฉก.นย.182,Null
0538317,ชุดเฝ้าตรวจเป็นพื้นที่ระยะไกล,ฝตก.,กจต.
0538318,กองร้อยยานเกราะ,ร้อย.ยานเกราะ,กจต.
0538319,หมวดลาดตระเวนระยะไกล,มว.ลว.ไกล,กจต.
0538320,หน่วยเรดาร์ตรวจการณ์พื้นน้ำ กจต.,Null,Null
05384,หน่วยปฏิบัติการทุ่นระเบิดด้านมนุษยธรรม กองทัพเรือ,นปท.ทร.,กปช.จต.
05385,สำนักงานประสานงานชายแดนไทย - กัมพูชา,สน.ปทก.,กปช.จต.
053851,หน่วยประสานงานชายแดนประจำพื้นที่จันทบุรี,นปพท.จันทบุรี,สน.ปทก.กปช.จต.
053852,หน่วยประสานงานชายแดนประจำพื้นที่ตราด,นปพท.ตราด,สน.ปทก.กปช.จต.
05386,สำนักงานเลขานุการคณะกรรมการพัฒนาเพื่อเสริมความมั่นคงในระดับพื้นที่ในเขต กองบัญชาการป้องกันชายแดนจันทบุรีและตราด,สล. พมพ.กปช.จต.,Null
0539,หน่วยเฉพาะกิจนาวิกโยธินกองทัพเรือ,ฉก.นย.ทร.,Null
05391,กองบังคับการ,บก.,ฉก.นย.ทร.
05392,กองร้อยลาดตระเวน,ร้อย.ลว.,ฉก.นย.ทร.
05393,กองร้อยรักษาความปลอดภัยสนามบิน,ร้อย.รปภ.สนามบิน,ฉก.นย.ทร.
05394,หน่วยปฏิบัติการทางน้ำ,นปน.,ฉก.นย.ทร.
05395,หมวดทหารช่าง,มว.ช.,ฉก.นย.ทร.
05396,หมวดทำลายล้างวัตถุระเบิด,มว.ทลบ.,ฉก.นย.ทร.
05397,ชุดแพทย์เคลื่อนที่,ชพค.,ฉก.นย.ทร.
05398,หน่วยเฉพาะกิจนาวิกโยธินกองทัพเรือ 32,ฉก.นย.ทร.32,ฉก.นย.ทร.
05399,หน่วยเฉพาะกิจนาวิกโยธินกองทัพเรือ 33,ฉก.นย.ทร.33,ฉก.นย.ทร.
0540,หน่วยเฉพาะกิจนาวิกโยธินภาคใต้,ฉก.นย.ภต.,Null
05401,กองบังคับการ,บก.,ฉก.นย.ภต.
05402,ศูนย์ซักถามและรวบรวมข่าว ฉก.นย.ภต.,Null,Null
05403,หน่วยสนับสนุนการพัฒนาและช่วยเหลือประชาชน ฉก.นย.ภต.,Null,Null
05404,ชุดแพทย์เคลื่อนที่,ชพค.,ฉก.นย.ภต.
05405,หมวดบินเฉพาะกิจภาคใต้,มวบ.ฉก.ภต.,Null
05406,หน่วยค้นหาและต่อต้านวัตถุระเบิด,นคท.,ฉก.นย.ภต.
0541,หน่วยเรือรักษาความสงบเรียบร้อยตามลำแม่น้ำโขง,นรข.,Null
05411,หน่วยเรือรักษาความสงบเรียบร้อยตามลำแม่น้ำโขง เขตเชียงราย,นรข.เขตเชียงราย,Null
054111,สถานีเรือเชียงแสน,สน.เรือเชียงแสน,นรข.เขตเชียงราย
054112,สถานีเรือเชียงของ,สน.เรือเชียงของ,นรข.เขตเชียงราย
05412,หน่วยเรือรักษาความสงบเรียบร้อยตามลำแม่น้ำโขง เขตหนองคาย,นรข เขตหนองคาย,Null
054121,สถานีเรือเชียงคาน,สน.เรือเชียงคาน,นรข.เขตหนองคาย
054122,สถานีเรือสังคม,สน.เรือสังคม,นรข.เขตหนองคาย
054123,สถานีเรือศรีเชียงใหม่,สน.เรือศรีเชียงใหม่,นรข.เขตหนองคาย
054124,สถานีเรือหนองคาย,สน.เรือหนองคาย,นรข.เขตหนองคาย
054125,สถานีเรือรัตนวาปี,สน.เรือรัตนวาปี,นรข.เขตหนองคาย
054126,สถานีเรือบึงกาฬ,สน.เรือบึงกาฬ,นรข.เขตหนองคาย
05413,หน่วยเรือรักษาความสงบเรียบร้อยตามลำแม่น้ำโขง เขตนครพนม,นร.ขเขตนครพนม,Null
054131,สถานีเรือบ้านแพง,สน.เรือบ้านแพง,นรข.เขตนครพนม
054132,สถานีเรือนครพนม,สน.เรือนครพนม,นรข.เขตนครพนม
054133,สถานีเรือธาตุพนม,สน.เรือธาตุพนม,นรข.เขตนครพนม
054134,สถานีเรือมุกดาหาร,สน.เรือมุกดาหาร,นรข.เขตนครพนม
05414,หน่วยเรือรักษาความสงบเรียบร้อยตามลำแม่น้ำโขง เขตอุบลราชธานี,นรข.เขตอุบลราชธานี,Null
054141,สถานีเรือเขมราฐ,สน.เรือเขมราฐ,นรข.เขตอุบลราชธานี
054142,สถานีเรือโขงเจียม,สน.เรือโขงเจียม,นรข.เขตอุบลราชธานี
0542,สำนักงานเจ้าหน้าที่ประสานงานกับคณะที่ปรึกษาการช่วยเหลือทางทหารของสหรัฐอเมริกาฝ่ายทหารเรือ,ปชท.ทร.,Null
0544,สำนักงานทหารเรือหญิง,สน.ทร.หญิง,Null
0545,คณะกรรมการบริหารวิทยุกระจายเสียงทหารเรือ,กบว.ทร.,Null
0548,คณะกรรมการพัฒนาการฝึกอาชีพให้แก่ทหารกองประจำการก่อนปลดเป็นกองหนุนของกองทัพเรือ,คพท.,Null
0549,ศูนย์ประสานงานประมงชายแดนทางทะเลไทย – เมียนมา,ศปชล.ทม.,Null
0550,ศูนย์อำนวยการป้องกันและปราบปรามยาเสพติดกองทัพเรือ,ศอ.ปส.ทร.,Null
05501,กองบัญชาการ,บก.,ศอ.ปส.ทร.
05502,ฝ่ายกำลังพลและธุรการ,ฝกพ. – ธก.,ศอ.ปส.ทร.
05503,ฝ่ายข่าว,ฝขว.,ศอ.ปส.ทร.
05504,ฝ่ายยุทธการ,ฝยก.,ศอ.ปส.ทร.
05505,ฝ่ายส่งกำลังบำรุง,ฝกบ.,ศอ.ปส.ทร.
05506,ฝ่ายสื่อสารและอิเล็กทรอนิกส์,ฝสท.,ศอ.ปส.ทร.
05507,ฝ่ายกิจการพลเรือน,ฝกร.,ศอ.ปส.ทร.
05508,ฝ่ายปลัดบัญชี,ฝปช.,ศอ.ปส.ทร.
0551,ศูนย์ประสานราชการใสสะอาดกองทัพเรือ,ศสส.ทร.,Null
05511,ฝ่ายนโยบายและแผน ศสส.ทร.,Null,Null
05512,ฝ่ายควบคุมการปฏิบัติด้านกำลังพล ศสส.ทร.,Null,Null
05513,ฝ่ายควบคุมการปฏิบัติด้านการจัดหา ศสส.ทร.,Null,Null
05514,ฝ่ายควบคุมการปฏิบัติด้านการเงิน ศสส.ทร.,Null,Null
05515,ฝ่ายสนับสนุน ศสส.ทร.,Null,Null
0552,ศูนย์ประสานการจัดสวัสดิการภายในกองทัพเรือ,ศปส.ทร.,Null
0554,สำนักงานประสานภารกิจด้านความมั่นคงกับ กอ.รมน.,สง.ปรมน.ทร.,Null
05541,สำนักอำนวยการ,Null,Null
055411,กองนโยบาย แผน และการข่าว,Null,Null
055412,กองกิจการมวลชนและสารนิเทศ,Null,Null
05542,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดกลุ่มที่ 1,Null,Null
055421,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดพังงา,Null,Null
055422,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดภูเก็ต,Null,Null
055423,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดนราธิวาส,Null,Null
05543,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดกลุ่มที่ 2,Null,Null
055431,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดจันทบุรี,Null,Null
055432,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดระยอง,Null,Null
055433,สำนักประสานภารกิจรักษาความมั่นคงภายในจังหวัดตราด,Null,Null
